airlight,airlight_bin,beta,beta_bin,cbrfrc_delta_cr_psnr,cbrfrc_psnr,cr_psnr,cr_strength_bin,crplus_delta_cr_psnr,crplus_psnr,diag_lfv1_target_residual_cosine_lf8,diag_target_residual_norm_lf8,diag_target_sign_flip_rate,filename,label_ignore,label_intervene,label_max_candidate_delta_psnr,label_min_candidate_delta_psnr,label_preserve,label_safe_candidate_count,label_safe_candidates,lfv1_delta_cr_psnr,lfv1_psnr,residualcalib_delta_cr_psnr,residualcalib_psnr,risk_lfv1_residual_norm_lf8
0.7,0.65<=A<0.75,0.86,0.8<=beta<1.1,0.00023354271445441555,27.8319888971038,27.831755354389344,weak_cr_q1,1.3958068130020145,29.228324219749705,0.5706256628036499,26.628175735473633,0.03771046921610832,225_0.7_0.86.png,0,1,1.6369743789434708,0.00023354271445441555,0,3,"lfv1,residualcalib,crplus",1.4489377891061963,29.28069314349554,1.6369743789434708,29.468729733332815,10.17924690246582
0.92,0.85<=A<0.95,1.94,beta>=1.7,-0.0002985601234577473,24.767561931799918,24.767860491923376,weak_cr_q1,0.5622623751701141,25.328731479198296,0.5601878762245178,38.26631164550781,0.030523253604769707,226_0.92_1.94.png,0,1,1.35613164387183,-0.0002985601234577473,0,3,"lfv1,residualcalib,crplus",1.35613164387183,26.123992135795206,0.8748268102454873,25.642687302168863,15.847461700439453
0.61,A<0.65,0.93,0.8<=beta<1.1,0.001418868530002726,27.943310892166167,27.941892023636164,weak_cr_q1,1.745533379903712,29.68851399036508,0.5293218493461609,25.802448272705078,0.04537872597575188,227_0.61_0.93.png,0,1,1.962105845827537,0.001418868530002726,0,3,"lfv1,residualcalib,crplus",1.3042289805841314,29.246121004220296,1.962105845827537,29.9039978694637,10.049093246459961
0.6,A<0.65,1.2,1.1<=beta<1.4,0.0018850044824816337,27.642124737656367,27.640239733173885,weak_cr_q1,1.576551358025558,29.21744772473342,0.48654499650001526,26.44999885559082,0.048740535974502563,228_0.6_1.2.png,0,1,1.7522353295277995,0.0018850044824816337,0,3,"lfv1,residualcalib,crplus",1.1478796265874465,28.788119359761332,1.7522353295277995,29.392475062701685,11.243762016296387
0.53,A<0.65,0.63,beta<0.8,-0.022184662241933495,32.10437772352029,32.12656238576222,midlow_cr_q2,0.6442213246698074,32.771669019025055,0.4833320379257202,16.6055965423584,0.011558102909475565,229_0.53_0.63.png,0,0,1.0115314678469574,-1.8198130208206038,1,2,"lfv1,crplus",1.0115314678469574,33.13809385360918,-1.8198130208206038,30.306749364941616,8.018863677978516
0.77,0.75<=A<0.85,1.45,1.4<=beta<1.7,0.011222676487726346,29.507685588982866,29.49646291249514,midlow_cr_q2,0.8299183177505292,30.32911232322452,0.17201197147369385,22.63303565979004,0.003893653047271073,22_0.77_1.45.png,0,0,0.8299183177505292,-0.9688323211249497,1,1,crplus,-0.6097628306319223,28.886700081863218,-0.9688323211249497,28.52763059137019,13.35335636138916
0.95,A>=0.95,0.66,beta<0.8,0.011922705274095335,34.056754509833,34.0448318045589,midhigh_cr_q3,-0.43654222794872055,33.60797906526321,-0.26464414596557617,13.293119430541992,0.01377162802964449,230_0.95_0.66.png,0,0,0.011922705274095335,-1.7073594207228169,1,0,,-1.7073594207228169,32.33747238383609,-0.6882385820505945,33.35659322250831,6.4762043952941895
0.55,A<0.65,1.16,1.1<=beta<1.4,-0.019477447373162704,32.949522376831496,32.96899982420466,midhigh_cr_q3,1.8397527272636296,34.80170150371482,0.124051034450531,14.566058158874512,0.022239428013563156,231_0.55_1.16.png,0,0,2.028386245216602,-0.510047278744608,1,2,"residualcalib,crplus",-0.510047278744608,32.45895254546005,2.028386245216602,34.99738606942126,6.802249431610107
0.58,A<0.65,1.19,1.1<=beta<1.4,-0.018161538620724116,32.07833431532773,32.096495853948454,midlow_cr_q2,2.5144896662064724,34.60653857788252,0.5635719895362854,16.195690155029297,0.022641245275735855,232_0.58_1.19.png,0,1,2.6392270985311512,-0.018161538620724116,0,3,"lfv1,residualcalib,crplus",1.3240697052611878,33.42056555920964,2.6392270985311512,34.735722952479605,7.118908405303955
0.72,0.65<=A<0.75,1.98,beta>=1.7,0.003849875954752946,26.014485520809355,26.010635644854602,weak_cr_q1,0.33201145070849236,26.346580983365797,0.1596868932247162,33.07804489135742,0.029549014754593372,233_0.72_1.98.png,0,0,0.33201145070849236,-1.3431836305701736,1,1,crplus,-0.1058703151800664,25.904765329674536,-1.3431836305701736,24.66745201428443,13.923755645751953
0.63,A<0.65,1.11,1.1<=beta<1.4,0.003806207334822176,28.103015152437933,28.09920894510311,weak_cr_q1,-0.9826886598747997,27.119381567961586,0.06915664672851562,25.766708374023438,0.028212142176926136,234_0.63_1.11.png,0,0,0.003806207334822176,-1.6795514262706845,1,0,,-0.5959302161790347,27.503278728924077,-1.6795514262706845,26.419657518832427,12.499794006347656
0.9,0.85<=A<0.95,0.72,beta<0.8,-0.0011948165255368792,24.97229186274437,24.973486679269907,weak_cr_q1,-0.6166496126337684,24.359832225560044,0.12949185073375702,38.67811965942383,0.00791895086877048,235_0.9_0.72.png,0,0,-0.0011948165255368792,-0.6173013420659537,1,0,,-0.001729199863426345,24.97175747940648,-0.6173013420659537,24.356185337203954,10.605780601501465
0.77,0.75<=A<0.85,1.96,beta>=1.7,0.002696798881139273,25.803789890873148,25.80109309199201,weak_cr_q1,0.48951344960878984,26.29345802157282,0.2022547870874405,34.18654251098633,0.0262825945392251,236_0.77_1.96.png,0,0,0.48951344960878984,-1.2251239282143551,1,1,crplus,0.09672210156459471,25.897815193556603,-1.2251239282143551,24.575969163777653,13.240402221679688
0.94,0.85<=A<0.95,0.77,beta<0.8,0.008399055349570972,33.80075775683028,33.79235870148071,midhigh_cr_q3,-0.18240878633006474,33.61114683988862,0.2635028660297394,13.031042098999023,0.02827121503651142,237_0.94_0.77.png,0,0,0.3076563718635086,-2.381193273359507,1,1,lfv1,0.3076563718635086,34.10001507334422,-2.381193273359507,31.4111654281212,6.494575023651123
0.95,A>=0.95,1.84,beta>=1.7,0.007309102339611684,29.65033645235051,29.643027350010897,midlow_cr_q2,0.17685044014643836,29.82650589282143,0.4100068509578705,21.298025131225586,0.033358460292220116,238_0.95_1.84.png,0,0,0.7887555346822914,-1.375072739296563,1,1,lfv1,0.7887555346822914,30.431782884693188,-1.375072739296563,28.267954610714334,12.203421592712402
0.85,0.85<=A<0.95,1.8,beta>=1.7,0.008916979106153633,30.38535375378168,30.376436774675525,midlow_cr_q2,1.0346781653703516,31.40639645296124,0.2472122460603714,19.5028133392334,0.03310408256947994,239_0.85_1.8.png,0,0,1.0346781653703516,-1.3138853586950958,1,0,,0.11671721334720075,30.493153988022726,-1.3138853586950958,29.06255141598043,10.435744285583496
0.58,A<0.65,0.76,beta<0.8,0.013612924840444407,33.5160228687929,33.50240994395246,midhigh_cr_q3,2.4923787597686555,35.99555207095217,0.21650531888008118,14.18667221069336,0.010688373818993568,23_0.58_0.76.png,0,0,2.4923787597686555,-2.861362427601499,1,1,crplus,-1.865070206467248,31.63733973748521,-2.861362427601499,30.64104751635096,14.155667304992676
0.99,A>=0.95,1.13,1.1<=beta<1.4,0.009509927173500188,31.505008409481352,31.495498482307852,midlow_cr_q2,0.5751588076830991,32.067157243262386,0.45505663752555847,17.1430721282959,0.02565667312592268,240_0.99_1.13.png,0,0,1.1326040621061821,-1.9121605846465535,1,1,lfv1,1.1326040621061821,32.628102544414034,-1.9121605846465535,29.5833378976613,9.914735794067383
0.85,0.85<=A<0.95,0.72,beta<0.8,-0.005785270741998971,28.40703419499464,28.41281946573664,weak_cr_q1,1.0223975122263482,29.435005793320414,0.47574731707572937,25.963228225708008,0.003909689257852733,241_0.85_0.72.png,0,0,1.1101856916528767,-0.815227599596664,1,2,"lfv1,crplus",1.1101856916528767,29.523005157389516,-0.815227599596664,27.597591866139975,10.914478302001953
0.62,A<0.65,1.18,1.1<=beta<1.4,-0.004879673656546402,25.287462503612396,25.292342177268942,weak_cr_q1,1.452467896161334,26.742328018689115,0.6584396362304688,37.42577362060547,0.00325186102418229,242_0.62_1.18.png,0,1,1.5511704475905468,-0.004879673656546402,0,2,"lfv1,crplus",1.5511704475905468,26.84351262485949,0.17412697821737666,25.46646915548632,11.096114158630371
0.7,0.65<=A<0.75,1.66,1.4<=beta<1.7,-0.00395446248717235,23.35973236577729,23.363686828264463,weak_cr_q1,1.301284090613045,24.66121459815392,0.7494754791259766,46.74363327026367,0.0037291442276909947,243_0.7_1.66.png,0,1,1.9256376793289967,-0.00395446248717235,0,3,"lfv1,residualcalib,crplus",1.9256376793289967,25.28932450759346,1.7880390939605952,25.151725922225058,14.029555320739746
0.67,0.65<=A<0.75,1.65,1.4<=beta<1.7,-0.0038578109791593818,23.206799116803136,23.210656927782296,weak_cr_q1,1.217954468582903,24.42333867192427,0.7477169036865234,47.58869552612305,0.0027773285983130336,244_0.67_1.65.png,0,1,1.8836418777675625,-0.0038578109791593818,0,3,"lfv1,residualcalib,crplus",1.8836418777675625,25.094298805549858,1.7097810548559558,24.92043798263825,14.02184009552002
0.99,A>=0.95,1.32,1.1<=beta<1.4,-0.0016131382485795598,33.542694661696586,33.544307799945166,midhigh_cr_q3,0.36279377773210086,33.910467259669815,0.45289528369903564,13.080711364746094,0.03831656277179718,245_0.99_1.32.png,0,0,0.36279377773210086,-0.3770000669219229,1,0,,0.09198970295898334,33.63629750290415,-0.3770000669219229,33.16730773302324,11.530102729797363
0.77,0.75<=A<0.85,1.86,beta>=1.7,0.0033815440799003227,32.763024406670596,32.759642862590695,midhigh_cr_q3,-1.574366171539694,31.18509105211767,0.06200195848941803,14.147513389587402,0.03959620278328657,246_0.77_1.86.png,0,0,0.0033815440799003227,-1.7702678494427637,1,0,,-1.513751765787319,31.245891096803376,-1.7702678494427637,30.98937501314793,10.877999305725098
0.59,A<0.65,1.34,1.1<=beta<1.4,0.007372827793844294,33.2912048218331,33.283831994039254,midhigh_cr_q3,-0.6150723731114667,32.66729904405033,0.35410362482070923,13.862286567687988,0.024442805908620358,247_0.59_1.34.png,0,0,0.4935404315196692,-2.0687208703924647,1,1,lfv1,0.4935404315196692,33.77737242555892,-2.0687208703924647,31.21511112364679,7.057953834533691
0.62,A<0.65,1.13,1.1<=beta<1.4,0.005791838728576693,35.07831135222952,35.07251951350094,midhigh_cr_q3,-1.3352499118876722,33.73587008009851,0.22295601665973663,11.160852432250977,0.023645948618650436,248_0.62_1.13.png,0,0,0.005791838728576693,-2.4249866494914016,1,0,,-0.23840187095822074,34.83411764254272,-2.4249866494914016,32.64753286400954,6.620800971984863
0.85,0.85<=A<0.95,1.68,1.4<=beta<1.7,0.003290037048870431,19.85168767893173,19.84839764188286,weak_cr_q1,1.0295890771681577,20.878741800521862,0.4205469489097595,70.01319122314453,0.009657912654802203,249_0.85_1.68.png,0,1,1.642939966607841,0.003290037048870431,0,3,"lfv1,residualcalib,crplus",0.368786240506477,20.217183882389335,1.642939966607841,21.4913376084907,8.087279319763184
1.0,A>=0.95,0.62,beta<0.8,0.008628807433517238,35.385752594637935,35.37712378720442,midhigh_cr_q3,1.6079365087095567,36.985361554859765,-0.028409311547875404,11.22803783416748,0.02705381903797388,24_1.0_0.62.png,0,0,1.6079365087095567,-3.4043486840410537,1,1,crplus,-3.4043486840410537,31.972775103163364,-1.4457774402934618,33.931346346910956,12.18159008026123
0.69,0.65<=A<0.75,1.38,1.1<=beta<1.4,0.005341577409883058,23.83541500740806,23.830073429998176,weak_cr_q1,1.250624502108721,25.08042731327044,-0.3634833097457886,44.046173095703125,0.009829834569245577,250_0.69_1.38.png,0,0,1.250624502108721,-0.6448632954324971,1,2,"residualcalib,crplus",-0.6448632954324971,23.18521013456568,1.1193534804729524,24.94942691047113,7.806056976318359
0.55,A<0.65,1.12,1.1<=beta<1.4,0.005896789982617889,29.065575167822125,29.059678377839507,midlow_cr_q2,0.25807423140291164,29.317610106503583,-0.5909267067909241,23.5300235748291,0.02156739216297865,251_0.55_1.12.png,0,0,0.25807423140291164,-1.5633274558612023,1,0,,-1.5633274558612023,27.496350921978305,-0.8989883984664679,28.16068997937304,7.2908549308776855
0.51,A<0.65,0.51,beta<0.8,0.013768038093971313,32.634552198031464,32.62078415993749,midhigh_cr_q3,2.005590015234162,34.62499237586241,0.4758899211883545,15.112798690795898,0.015354144386947155,252_0.51_0.51.png,0,1,2.005590015234162,0.013768038093971313,0,3,"lfv1,residualcalib,crplus",1.0331161025163453,33.65390026245384,1.1364035441947422,33.757187704132235,6.316393852233887
0.53,A<0.65,1.99,beta>=1.7,-0.0070728710838743325,31.192618389456047,31.19969126053992,midlow_cr_q2,-5.896287021279239,25.29871434113811,0.46711087226867676,17.52058219909668,0.0384462121874094,253_0.53_1.99.png,0,0,0.6835765796736375,-5.896287021279239,1,0,,0.6835765796736375,31.88326784021356,-4.104977773307709,27.094713487232212,12.043800354003906
0.7,0.65<=A<0.75,0.56,beta<0.8,-0.010719045709038255,39.53742717865752,39.54814622436656,strong_cr_q4,-2.9858690012639713,36.562177840686196,-0.2064565271139145,6.340610504150391,0.035924739204347134,254_0.7_0.56.png,0,0,-0.010719045709038255,-2.9858690012639713,1,0,,-2.417434555011056,37.130711669355506,-1.107654488160108,38.440491736206454,5.100685119628906
0.53,A<0.65,1.86,beta>=1.7,-0.0048658745214922305,32.663688225582284,32.668554100103776,midhigh_cr_q3,-6.238784524116046,26.43227843872442,0.44659480452537537,14.471000671386719,0.04386390559375286,255_0.53_1.86.png,0,0,0.2845753540764875,-6.238784524116046,1,0,,0.2845753540764875,32.953129454180264,-4.2404132202176115,28.428140879886165,11.420994758605957
0.51,A<0.65,1.17,1.1<=beta<1.4,-0.01616669895586398,33.359118983641,33.37528568259686,midhigh_cr_q3,-1.406893606948401,31.96507105370543,-0.11050300300121307,13.934961318969727,0.03541214857250452,256_0.51_1.17.png,0,0,0.2985933193703474,-1.8169115604013335,1,0,,-1.8169115604013335,31.558374122195527,0.2985933193703474,33.67387900196721,9.271117210388184
0.57,A<0.65,1.44,1.4<=beta<1.7,-0.0028858136549665403,18.072910218779008,18.075796032433974,weak_cr_q1,1.1205205131358795,19.19600180630405,0.6023170351982117,82.61853790283203,0.010193801019340754,257_0.57_1.44.png,0,1,1.745678866123228,-0.0028858136549665403,0,3,"lfv1,residualcalib,crplus",0.4768598098445942,18.55265584227857,1.745678866123228,19.821474898557202,8.460444450378418
0.98,A>=0.95,1.6,1.4<=beta<1.7,-0.004835393441524616,25.821777472375366,25.82661286581689,weak_cr_q1,0.5468038751914293,26.372676856878616,0.379707008600235,33.065738677978516,0.03797960374504328,258_0.98_1.6.png,0,0,0.6267542856455925,-0.9254106648857032,1,1,lfv1,0.6267542856455925,26.453367151462484,-0.9254106648857032,24.901202200931188,10.12478256225586
0.71,0.65<=A<0.75,0.98,0.8<=beta<1.1,-0.007183891186862468,24.846598065802333,24.853781956989195,weak_cr_q1,0.4454024285182001,25.299403904433966,0.3953208327293396,37.79207229614258,0.019699813798069954,259_0.71_0.98.png,0,1,1.6382060118695065,-0.007183891186862468,0,2,"lfv1,residualcalib",0.5094176345827712,25.363199591571966,1.6382060118695065,26.4919879688587,8.519108772277832
0.5,A<0.65,1.67,1.4<=beta<1.7,0.008975770213830003,31.56409536014813,31.5551195899343,midlow_cr_q2,0.08393807256081942,31.63859225679922,0.2517167031764984,16.394187927246094,0.029079356230795383,25_0.5_1.67.png,0,1,0.4051518494914319,0.008975770213830003,0,1,residualcalib,0.1462992757479391,31.70141886568224,0.4051518494914319,31.960271439425732,8.56707763671875
0.57,A<0.65,1.92,beta>=1.7,-0.001990677159446008,15.9047598949217,15.906750572081146,weak_cr_q1,1.2925216677079483,17.199826085692507,0.4067983627319336,106.20079803466797,0.006856555351987481,260_0.57_1.92.png,0,1,1.2925216677079483,-0.001990677159446008,0,2,"residualcalib,crplus",0.2233171791215245,16.13006775120267,1.1793984107348603,17.086148982816006,7.904207706451416
0.79,0.75<=A<0.85,1.66,1.4<=beta<1.7,0.003198437805213672,20.47628424093302,20.473085803127805,weak_cr_q1,0.4029073818132396,20.877965930764482,0.869137704372406,64.45811462402344,0.01825396530330181,261_0.79_1.66.png,0,1,2.1259031842333584,0.003198437805213672,0,3,"lfv1,residualcalib,crplus",2.1259031842333584,22.598988987361164,1.9062006372801825,22.379286440407988,17.62723731994629
0.58,A<0.65,0.98,0.8<=beta<1.1,0.007078288159370061,30.221628850142693,30.214550561983323,midlow_cr_q2,-1.05945456393707,29.15616408593692,-0.13360588252544403,19.090612411499023,0.02661941573023796,262_0.58_0.98.png,0,0,0.007078288159370061,-2.2964425696580903,1,0,,-1.5349551742751544,28.67959538770817,-2.2964425696580903,27.918107992325233,11.55081558227539
0.94,0.85<=A<0.95,1.82,beta>=1.7,0.0019425313220544638,18.938369474037728,18.936426942715674,weak_cr_q1,1.2511808105348976,20.190154692259657,0.5026117563247681,77.54559326171875,0.005075154476799071,263_0.94_1.82.png,0,1,1.2511808105348976,0.0019425313220544638,0,3,"lfv1,residualcalib,crplus",0.478855146548824,19.415282089264498,0.37395811739908424,19.310385060114758,9.499417304992676
0.77,0.75<=A<0.85,1.87,beta>=1.7,0.0031665192079408655,20.286335646882954,20.283169127675013,weak_cr_q1,-0.0600844147963322,20.224168031429915,0.7988230586051941,65.86748504638672,0.018372743390500546,264_0.77_1.87.png,0,1,1.7037406671340598,-0.0600844147963322,0,2,"lfv1,residualcalib",1.2071280120521841,21.490297139727197,1.7037406671340598,21.986909794809073,11.610597610473633
0.72,0.65<=A<0.75,0.95,0.8<=beta<1.1,0.0035715570937639995,31.131242247432876,31.127670690339112,midlow_cr_q2,-0.10095706182056219,31.02699090673678,0.012268546968698502,18.732969284057617,0.010604791576042771,265_0.72_0.95.png,0,0,2.213747990489157,-0.30610956117421395,1,1,residualcalib,-0.30610956117421395,30.8215611291649,2.213747990489157,33.34141868082827,5.639676570892334
0.71,0.65<=A<0.75,1.06,0.8<=beta<1.1,0.004963556983927475,30.580766779368595,30.575803222384668,midlow_cr_q2,-0.3176996120999931,30.25280322935542,-0.13426798582077026,20.010847091674805,0.008056737249717116,266_0.71_1.06.png,0,0,1.3056654202005795,-0.453142053192483,1,1,residualcalib,-0.453142053192483,30.122661169192185,1.3056654202005795,31.881468642585247,4.646795272827148
0.94,0.85<=A<0.95,0.99,0.8<=beta<1.1,0.010343744852136183,29.10189708413884,29.091553339286705,midlow_cr_q2,0.09815071836571221,29.19026764949736,0.7142167091369629,24.01188850402832,0.0031092693097889423,267_0.94_0.99.png,0,1,3.0531633896731734,0.010343744852136183,0,2,"lfv1,residualcalib",2.051977175740774,31.14353051502748,3.0531633896731734,32.14471672895988,8.710474967956543
0.7,0.65<=A<0.75,1.83,beta>=1.7,0.008139738668397456,27.1942031006515,27.186063361983102,weak_cr_q1,0.25024717657179707,27.440065465772978,-0.6257764101028442,29.837055206298828,0.005851547699421644,268_0.7_1.83.png,0,0,0.25024717657179707,-1.3121395920389816,1,0,,-1.3121395920389816,25.87392376994412,-0.5004344497413129,26.68562891224179,7.236300945281982
0.97,A>=0.95,1.84,beta>=1.7,0.004848949054828466,23.168149099640743,23.163300150585915,weak_cr_q1,-0.4052452197540255,22.758600046936603,0.592924952507019,46.925209045410156,0.02207598090171814,269_0.97_1.84.png,0,0,3.3685891845317926,-0.4052452197540255,1,2,"lfv1,residualcalib",0.8696202845680183,24.032920435153933,3.3685891845317926,26.531889335117707,8.557342529296875
0.93,0.85<=A<0.95,1.97,beta>=1.7,0.001053080703382392,29.185273669578677,29.184220588875295,midlow_cr_q2,0.4902554080870267,29.671746216393142,0.1852961778640747,22.935136795043945,0.02108713798224926,26_0.93_1.97.png,0,1,0.4902554080870267,-0.17580817154263428,0,1,residualcalib,-0.17580817154263428,29.00841241733266,0.3076757248614719,29.491896313736767,10.865828514099121
0.73,0.65<=A<0.75,1.75,beta>=1.7,0.0025969577710576175,29.05639386025992,29.053796902488862,midlow_cr_q2,-2.2397105485361095,26.81575660732583,0.06944966316223145,22.75890350341797,0.03849864564836025,270_0.73_1.75.png,0,0,2.5701585175940416,-2.2397105485361095,1,1,residualcalib,-0.09815174693315498,28.955645155555708,2.5701585175940416,31.623955420082904,7.514405250549316
0.97,A>=0.95,1.97,beta>=1.7,0.004506774805491887,22.505977547509218,22.501470772703726,weak_cr_q1,-0.3775053732398028,22.124565864718782,0.543329119682312,50.63010025024414,0.02179491613060236,271_0.97_1.97.png,0,0,3.062402746644068,-0.3775053732398028,1,2,"lfv1,residualcalib",0.7358303325481224,23.23730110525185,3.062402746644068,25.563873519347794,8.626519203186035
0.94,0.85<=A<0.95,1.17,1.1<=beta<1.4,0.00726095926635395,27.300278504585688,27.293017545319334,weak_cr_q1,-1.4630777176652856,25.83174911603851,0.615658164024353,28.99668312072754,0.021494729444384575,272_0.94_1.17.png,0,0,3.7337111000399155,-1.4630777176652856,1,2,"lfv1,residualcalib",1.2680690643245498,28.561086609643883,3.7337111000399155,31.02672864535925,7.941242218017578
0.85,0.85<=A<0.95,0.7,beta<0.8,-0.004486577882623521,31.318209400135345,31.32269597801797,midlow_cr_q2,-0.23132612431912847,31.089764500222678,0.3737047612667084,18.1004581451416,0.020284549333155155,273_0.85_0.7.png,0,1,1.8269481840114352,-0.23132612431912847,0,1,residualcalib,0.6093560096034665,31.932051987621435,1.8269481840114352,33.149644162029404,8.661971092224121
0.71,0.65<=A<0.75,1.95,beta>=1.7,-0.000374070960923234,29.129724070064015,29.130098141024938,midlow_cr_q2,1.1260092387248832,30.255190466648727,0.20632971823215485,22.489429473876953,0.030606291256844997,274_0.71_1.95.png,0,1,1.67532048205722,-0.000374070960923234,0,2,"residualcalib,crplus",0.03642553346121957,29.166523674486157,1.67532048205722,30.805418623082158,9.199708938598633
0.63,A<0.65,2.0,beta>=1.7,-0.0030091599645025724,28.951177342221985,28.954186502186488,midlow_cr_q2,0.9997887887489227,29.952776938610434,-0.17046001553535461,22.937654495239258,0.04360923729836941,275_0.63_2.0.png,0,0,1.3410032518644144,-0.9225978551441827,1,2,"residualcalib,crplus",-0.9225978551441827,28.031588647042305,1.3410032518644144,30.295189754050902,8.461174011230469
0.83,0.75<=A<0.85,1.69,1.4<=beta<1.7,-0.0018643330509782174,29.111132348735115,29.112996681786093,midlow_cr_q2,-0.5350706656053816,28.577363005451684,0.05110260471701622,23.122543334960938,0.02186542935669422,276_0.83_1.69.png,0,0,0.03469430819939845,-0.5350706656053816,1,0,,-0.5046071608450688,28.608389520941024,0.03469430819939845,29.14769098998549,9.956501960754395
0.66,0.65<=A<0.75,1.5,1.4<=beta<1.7,-0.00458921472547047,33.45540125823947,33.45999047296494,midhigh_cr_q3,-0.1341928081276791,33.32123169641208,0.031484752893447876,14.027194023132324,0.023125575855374336,277_0.66_1.5.png,0,0,0.03019529318947889,-1.5844927546604346,1,0,,-1.5844927546604346,31.875497718304505,0.03019529318947889,33.49018576615442,10.0339937210083
0.98,A>=0.95,1.19,1.1<=beta<1.4,-0.0009076465992805538,27.34380181713428,27.34470946373356,weak_cr_q1,2.9406034634078146,30.284210829108794,0.5432398915290833,29.43309211730957,0.010814659763127565,278_0.98_1.19.png,0,1,3.909088807785487,-0.0009076465992805538,0,3,"lfv1,residualcalib,crplus",0.9217293979812489,28.26643886171481,3.909088807785487,31.25379827151905,6.695906639099121
0.94,0.85<=A<0.95,1.64,1.4<=beta<1.7,-0.0031730504621201305,26.64432271383085,26.64749576429297,weak_cr_q1,2.0399029967154725,28.68600369719141,0.6029362678527832,31.811838150024414,0.01571732247248292,279_0.94_1.64.png,0,1,3.0799915926186223,-0.0031730504621201305,0,2,"residualcalib,crplus",1.2822053033895848,27.929701067682554,3.0799915926186223,29.727487356911592,8.942070960998535
0.76,0.75<=A<0.85,0.89,0.8<=beta<1.1,0.00664632767579576,33.15628396383304,33.149637636157244,midhigh_cr_q3,0.520481463629686,33.67221702015576,0.5421600937843323,14.56956958770752,0.013410724233835936,27_0.76_0.89.png,0,1,1.1907669221237214,0.00664632767579576,0,1,crplus,1.1907669221237214,34.340404558280966,0.22484222548226995,33.374479861639514,10.491374969482422
0.71,0.65<=A<0.75,1.47,1.4<=beta<1.7,-0.004775583478746626,31.379416785609486,31.384192369088233,midlow_cr_q2,1.8344785122137246,33.21640909584025,0.1452132761478424,18.187570571899414,0.017900547478348017,280_0.71_1.47.png,0,0,1.8344785122137246,-0.815839853415202,1,1,crplus,-0.815839853415202,30.56835251567303,0.9786298830608189,32.36282225214905,11.28287410736084
0.8,0.75<=A<0.85,1.72,beta>=1.7,-0.009544298990388,22.864500213574658,22.874044512565046,weak_cr_q1,0.05219686259883005,22.925111456864524,0.35819700360298157,49.359920501708984,0.009066656464710832,281_0.8_1.72.png,0,1,0.47728873646580183,-0.009544298990388,0,1,lfv1,0.47728873646580183,23.351333249030848,0.13999646096011986,23.014040973525166,9.165528297424316
0.78,0.75<=A<0.85,1.39,1.1<=beta<1.4,-0.008879839219453345,22.12871400753718,22.137593846756634,weak_cr_q1,0.16454259734635457,22.302660852113526,0.4247755706310272,53.86219024658203,0.006727146916091442,282_0.78_1.39.png,0,1,0.6057884473010979,-0.008879839219453345,0,1,lfv1,0.6057884473010979,22.74338229405773,0.19575378031360202,22.333347627070236,10.428008079528809
0.79,0.75<=A<0.85,1.68,1.4<=beta<1.7,-0.008910436635552799,22.23049281257559,22.239403249211144,weak_cr_q1,0.22335499455674324,22.46304613476959,0.4914950132369995,53.16550827026367,0.007653058972209692,283_0.79_1.68.png,0,1,0.6835785281288835,-0.008910436635552799,0,2,"lfv1,residualcalib",0.6835785281288835,22.922981777340027,0.40098282441246624,22.64038607362361,9.326920509338379
0.8,0.75<=A<0.85,1.86,beta>=1.7,-0.009512632485080275,22.9313693409672,22.94088197345228,weak_cr_q1,-0.0595982149989851,22.872758239550407,0.43731388449668884,48.97111129760742,0.009032261790707707,284_0.8_1.86.png,0,1,0.66100918615345,-0.0595982149989851,0,1,lfv1,0.66100918615345,23.60189115960573,0.1935345999758411,23.134416573428123,9.95277214050293
0.71,0.65<=A<0.75,1.94,beta>=1.7,0.0005076047344587664,32.586389650119244,32.585882045384785,midhigh_cr_q3,1.8836400868286844,34.477147033017985,0.4129507839679718,14.641716957092285,0.03408006485551596,285_0.71_1.94.png,0,0,1.8836400868286844,-1.2371259138393356,1,1,crplus,0.1903413708234254,32.77622341620821,-1.2371259138393356,31.34875613154545,11.905938148498535
0.6,A<0.65,1.07,0.8<=beta<1.1,-0.0072179784804831115,34.607531709665,34.61474968814548,midhigh_cr_q3,1.325795088190496,35.937141877879924,-0.12893831729888916,11.784941673278809,0.029841195791959763,286_0.6_1.07.png,0,0,1.325795088190496,-3.0426036655990245,1,1,crplus,-2.4811865402895066,32.13356314785597,-3.0426036655990245,31.572146022546455,10.177549362182617
0.77,0.75<=A<0.85,1.14,1.1<=beta<1.4,-0.006932101622659559,36.22890605293575,36.23583815455841,strong_cr_q4,-0.21603656894474454,36.02163274060945,-0.07795098423957825,9.442933082580566,0.03483517933636904,287_0.77_1.14.png,0,0,-0.006932101622659559,-3.315413209883417,1,0,,-2.9699391401705597,33.26589901438785,-3.315413209883417,32.92042494467499,10.052567481994629
0.82,0.75<=A<0.85,1.17,1.1<=beta<1.4,-0.007172221719379479,35.957112014676895,35.964284236396274,strong_cr_q4,0.30287324073216126,36.26379403893013,0.005097426939755678,9.829940795898438,0.03314861096441746,288_0.82_1.17.png,0,0,0.30287324073216126,-2.9798589482851057,1,1,crplus,-2.461855040023572,33.5024291963727,-2.9798589482851057,32.98442528811117,9.814315795898438
